distance_km,traffic_hours,vehicle_avg_speed,vehicle_type,road_condition,weather_condition,actual_time_minutes,route_from,route_to,road_type
28.93,0.55,26.56,scooter,fair,dust,120.08,Kathmandu,Nagarkot,hill
8.52,11.85,24.88,microbus,good,clear,25.79,Biratnagar,Itahari,city
8.65,8.87,25.15,jeep,excellent,clear,35.14,Biratnagar,Itahari,city
131.56,12.1,64.98,motorcycle,good,clear,195.55,Kathmandu,Chitwan,highway
69.83,20.03,48.61,jeep,good,cloudy,98.99,Birgunj,Hetauda,terai
122.97,4.39,63.59,motorcycle,fair,clear,151.03,Kathmandu,Birgunj,highway
131.25,19.73,53.71,scooter,fair,dust,167.82,Pokhara,Butwal,highway
293.53,3.69,63.81,car,fair,cloudy,398.33,Kathmandu,Bhairahawa,highway
154.81,6.79,38.75,truck,excellent,clear,216.11,Kathmandu,Chitwan,highway
68.91,17.65,54.07,bus,fair,rain,226.83,Birgunj,Hetauda,terai
146.39,23.35,51.05,jeep,fair,dust,215.95,Kathmandu,Chitwan,highway
147.49,22.01,37.26,scooter,good,clear,264.02,Kathmandu,Chitwan,highway
12.52,17.37,28.8,truck,fair,clear,73.5,Pokhara,Sarangkot,hill
7.52,23.17,20.66,scooter,good,clear,22.91,Kathmandu,Patan,city
31.59,15.02,26.83,truck,excellent,clear,85.26,Kathmandu,Nagarkot,hill
282.17,17.11,83.0,motorcycle,fair,cloudy,645.7,Kathmandu,Bhairahawa,highway
32.36,10.01,30.07,motorcycle,fair,clear,141.46,Kathmandu,Dhulikhel,hill
7.64,19.99,25.25,jeep,good,rain,28.37,Kathmandu,Patan,city
35.4,23.97,61.14,bus,good,clear,39.3,Dharan,Biratnagar,highway
33.37,3.63,60.16,jeep,fair,rain,68.61,Biratnagar,Dharan,terai
295.4,21.85,61.07,microbus,fair,cloudy,374.08,Kathmandu,Bhairahawa,highway
114.63,8.93,46.84,truck,fair,clear,246.29,Pokhara,Butwal,highway
208.71,12.41,52.54,car,good,clear,450.62,Kathmandu,Pokhara,highway
13.58,7.53,20.13,bus,good,rain,130.11,Pokhara,Sarangkot,hill
33.84,17.4,60.3,jeep,fair,cloudy,53.12,Biratnagar,Dharan,terai
287.76,20.19,55.05,bus,good,fog,523.41,Kathmandu,Bhairahawa,highway
31.04,6.83,30.98,truck,fair,cloudy,123.97,Kathmandu,Nagarkot,hill
7.32,16.24,29.44,motorcycle,fair,rain,62.12,Biratnagar,Itahari,city
23.6,2.83,47.93,microbus,excellent,dust,30.42,Bhairahawa,Butwal,terai
125.34,14.15,78.1,car,good,clear,107.82,Kathmandu,Birgunj,highway
142.07,12.11,80.14,motorcycle,fair,fog,182.65,Kathmandu,Birgunj,highway
202.88,19.1,53.34,jeep,fair,clear,256.61,Kathmandu,Pokhara,highway
33.22,16.93,44.33,scooter,fair,clear,70.68,Dharan,Biratnagar,highway
118.89,2.15,62.85,bus,fair,cloudy,191.65,Pokhara,Butwal,highway
65.11,12.1,51.73,car,good,cloudy,85.53,Birgunj,Hetauda,terai
449.09,12.01,59.28,truck,good,cloudy,495.18,Kathmandu,Dharan,highway
32.04,9.12,33.48,bus,good,cloudy,114.1,Kathmandu,Dhulikhel,hill
43.14,23.5,30.65,jeep,good,cloudy,139.93,Dharan,Dhankuta,hill
32.07,21.03,42.24,jeep,excellent,clear,38.44,Biratnagar,Dharan,terai
210.34,16.33,54.66,jeep,excellent,cloudy,329.48,Kathmandu,Pokhara,highway
30.41,11.85,20.21,scooter,fair,cloudy,236.68,Kathmandu,Dhulikhel,hill
31.08,21.19,43.76,car,fair,clear,78.15,Kathmandu,Dhulikhel,hill
195.67,8.03,51.96,scooter,poor,dust,658.16,Kathmandu,Pokhara,highway
273.55,23.0,38.72,truck,good,dust,497.61,Kathmandu,Bhairahawa,highway
7.29,14.65,17.95,motorcycle,fair,clear,39.83,Biratnagar,Itahari,city
198.16,7.87,45.25,microbus,excellent,clear,357.52,Kathmandu,Pokhara,highway
15.04,15.63,16.98,bus,poor,clear,103.07,Pokhara,Lekhnath,city
35.98,4.83,60.25,car,fair,cloudy,46.01,Dharan,Biratnagar,highway
33.24,11.19,25.31,microbus,fair,rain,179.12,Kathmandu,Nagarkot,hill
32.88,4.18,57.25,bus,good,cloudy,33.86,Dharan,Biratnagar,highway
13.42,22.58,26.22,truck,poor,clear,44.0,Kathmandu,Bhaktapur,city
33.56,3.56,39.38,microbus,fair,fog,98.77,Biratnagar,Dharan,terai
7.49,17.09,20.22,scooter,fair,cloudy,49.76,Biratnagar,Itahari,city
12.36,2.03,12.51,truck,good,cloudy,55.8,Kathmandu,Bhaktapur,city
402.74,12.04,48.52,scooter,fair,clear,788.46,Kathmandu,Dharan,highway
37.89,0.2,41.64,bus,good,fog,81.29,Biratnagar,Dharan,terai
36.8,17.33,58.87,motorcycle,excellent,clear,52.92,Biratnagar,Dharan,terai
31.48,16.45,44.28,motorcycle,fair,clear,87.5,Kathmandu,Nagarkot,hill
34.21,11.39,47.39,bus,good,clear,40.16,Biratnagar,Dharan,terai
142.16,0.27,60.63,bus,good,dust,148.03,Kathmandu,Chitwan,highway
13.23,12.05,30.76,jeep,good,clear,37.85,Pokhara,Sarangkot,hill
12.72,19.75,21.38,truck,good,cloudy,60.29,Pokhara,Sarangkot,hill
37.86,9.87,49.94,truck,poor,fog,116.21,Dharan,Biratnagar,highway
34.28,0.26,71.27,car,excellent,cloudy,44.1,Dharan,Biratnagar,highway
6.54,16.11,28.55,car,good,clear,28.45,Kathmandu,Patan,city
181.95,9.05,66.18,microbus,good,clear,273.72,Kathmandu,Pokhara,highway
40.51,15.04,20.4,scooter,fair,clear,159.28,Dharan,Dhankuta,hill
13.7,11.98,39.25,car,fair,clear,43.16,Pokhara,Sarangkot,hill
37.95,21.88,35.91,motorcycle,fair,clear,133.98,Dharan,Dhankuta,hill
34.71,14.35,43.76,motorcycle,good,clear,145.63,Kathmandu,Nagarkot,hill
32.69,9.15,22.94,bus,fair,fog,221.62,Kathmandu,Nagarkot,hill
33.21,4.23,50.23,microbus,fair,clear,51.32,Dharan,Biratnagar,highway
6.9,2.0,21.52,bus,good,clear,20.53,Kathmandu,Patan,city
12.98,22.21,37.85,motorcycle,good,cloudy,42.88,Kathmandu,Bhaktapur,city
13.51,15.62,32.68,motorcycle,good,fog,42.44,Kathmandu,Bhaktapur,city
289.9,15.46,68.12,motorcycle,fair,cloudy,305.89,Kathmandu,Bhairahawa,highway
387.18,13.74,45.25,truck,excellent,clear,489.93,Kathmandu,Dharan,highway
130.1,4.75,55.32,microbus,excellent,rain,295.78,Pokhara,Butwal,highway
27.39,0.71,29.37,microbus,fair,clear,84.55,Kathmandu,Dhulikhel,hill
14.51,16.36,27.99,bus,fair,rain,135.98,Pokhara,Lekhnath,city
31.16,14.83,38.16,jeep,fair,clear,87.53,Kathmandu,Nagarkot,hill
16.32,22.59,38.21,motorcycle,poor,rain,76.5,Pokhara,Lekhnath,city
7.47,10.71,24.64,car,fair,clear,30.05,Biratnagar,Itahari,city
284.1,22.14,64.59,jeep,excellent,clear,243.65,Kathmandu,Bhairahawa,highway
30.23,2.78,27.23,car,good,dust,115.66,Kathmandu,Nagarkot,hill
135.53,14.43,45.22,microbus,excellent,cloudy,191.58,Kathmandu,Birgunj,highway
262.54,20.34,45.04,scooter,fair,cloudy,941.62,Kathmandu,Bhairahawa,highway
14.26,15.82,21.14,truck,excellent,cloudy,60.09,Pokhara,Sarangkot,hill
156.21,17.02,76.6,motorcycle,fair,rain,345.0,Kathmandu,Chitwan,highway
15.54,4.04,16.92,car,poor,dust,100.14,Pokhara,Lekhnath,city
7.39,23.78,25.35,jeep,fair,clear,21.51,Kathmandu,Patan,city
291.19,4.34,88.0,motorcycle,fair,clear,427.56,Kathmandu,Bhairahawa,highway
288.94,4.98,69.24,jeep,good,cloudy,225.22,Kathmandu,Bhairahawa,highway
32.7,23.44,40.5,jeep,good,fog,66.93,Biratnagar,Dharan,terai
136.89,7.19,42.34,truck,excellent,cloudy,258.81,Kathmandu,Chitwan,highway
32.93,15.1,55.91,bus,fair,cloudy,49.58,Biratnagar,Dharan,terai
34.35,7.9,54.07,car,good,clear,64.15,Biratnagar,Dharan,terai
276.59,16.8,43.84,truck,good,fog,636.25,Kathmandu,Bhairahawa,highway
22.94,15.77,46.3,microbus,fair,fog,49.4,Bhairahawa,Butwal,terai
30.75,20.58,26.5,bus,good,cloudy,102.7,Kathmandu,Nagarkot,hill
65.2,23.94,43.71,scooter,good,clear,150.43,Birgunj,Hetauda,terai
129.36,21.16,53.98,scooter,good,rain,226.31,Pokhara,Butwal,highway
12.39,0.05,32.74,jeep,good,dust,40.0,Pokhara,Sarangkot,hill
6.8,2.43,20.85,motorcycle,fair,clear,43.88,Kathmandu,Patan,city
131.05,10.41,61.21,bus,fair,clear,139.26,Kathmandu,Birgunj,highway
130.27,18.34,71.56,motorcycle,poor,clear,279.65,Kathmandu,Birgunj,highway
12.96,18.25,31.75,microbus,fair,clear,70.68,Pokhara,Sarangkot,hill
127.69,3.17,58.22,car,good,clear,176.33,Kathmandu,Birgunj,highway
32.66,17.07,26.69,microbus,excellent,clear,137.48,Kathmandu,Dhulikhel,hill
130.44,17.78,57.83,bus,fair,clear,217.83,Kathmandu,Birgunj,highway
251.62,13.11,47.24,bus,good,clear,314.17,Kathmandu,Bhairahawa,highway
13.7,10.05,21.57,scooter,good,cloudy,77.34,Pokhara,Lekhnath,city
6.86,6.51,12.81,microbus,fair,cloudy,44.66,Kathmandu,Patan,city
150.08,22.6,62.25,bus,good,cloudy,136.73,Kathmandu,Chitwan,highway
12.54,1.37,18.91,truck,good,dust,67.81,Pokhara,Sarangkot,hill
7.55,6.45,19.32,scooter,poor,clear,32.59,Biratnagar,Itahari,city
192.41,21.24,46.37,truck,fair,clear,306.76,Kathmandu,Pokhara,highway
135.26,18.48,43.42,bus,fair,fog,441.8,Kathmandu,Chitwan,highway
29.16,16.6,32.29,jeep,excellent,clear,91.91,Kathmandu,Nagarkot,hill
274.55,23.77,45.09,microbus,poor,clear,521.01,Kathmandu,Bhairahawa,highway
12.61,2.49,42.06,motorcycle,poor,fog,55.58,Pokhara,Sarangkot,hill
123.94,23.86,62.07,microbus,good,cloudy,137.69,Kathmandu,Birgunj,highway
6.42,17.15,18.59,scooter,fair,clear,39.46,Kathmandu,Patan,city
129.46,3.46,49.91,truck,poor,cloudy,338.43,Kathmandu,Birgunj,highway
113.25,8.76,57.35,car,excellent,clear,147.34,Pokhara,Butwal,highway
149.04,4.16,42.78,microbus,fair,dust,297.97,Kathmandu,Chitwan,highway
7.17,5.25,26.73,microbus,poor,rain,35.71,Kathmandu,Patan,city
38.04,6.77,18.99,scooter,good,fog,198.81,Dharan,Dhankuta,hill
13.65,23.0,13.23,scooter,fair,clear,68.96,Kathmandu,Bhaktapur,city
116.29,11.11,47.52,jeep,fair,rain,274.23,Pokhara,Butwal,highway
13.62,17.1,20.48,jeep,good,cloudy,91.28,Pokhara,Lekhnath,city
135.85,3.87,53.84,bus,good,clear,157.06,Pokhara,Butwal,highway
133.4,12.29,54.99,scooter,good,clear,141.72,Kathmandu,Birgunj,highway
7.5,5.35,18.18,truck,excellent,cloudy,24.59,Kathmandu,Patan,city
36.42,11.42,50.91,bus,fair,clear,47.87,Dharan,Biratnagar,highway
14.31,15.25,17.83,car,good,clear,61.9,Pokhara,Lekhnath,city
14.94,12.85,13.66,truck,fair,fog,142.8,Pokhara,Lekhnath,city
37.92,21.51,29.74,microbus,good,clear,140.73,Dharan,Dhankuta,hill
12.25,4.59,23.88,jeep,excellent,clear,30.79,Kathmandu,Bhaktapur,city
123.97,8.95,47.49,scooter,fair,cloudy,317.62,Pokhara,Butwal,highway
274.8,18.03,37.09,scooter,good,rain,1041.86,Kathmandu,Bhairahawa,highway
6.31,8.99,21.38,microbus,good,clear,36.77,Kathmandu,Patan,city
39.23,13.73,32.82,motorcycle,poor,cloudy,275.4,Dharan,Dhankuta,hill
7.48,15.05,25.4,bus,good,cloudy,21.51,Kathmandu,Patan,city
12.19,15.65,17.8,microbus,fair,cloudy,61.27,Kathmandu,Bhaktapur,city
129.13,21.46,52.32,car,fair,clear,244.13,Kathmandu,Birgunj,highway
134.82,8.22,51.61,bus,fair,clear,259.99,Kathmandu,Chitwan,highway
439.13,22.55,46.57,bus,good,clear,583.01,Kathmandu,Dharan,highway
12.13,4.94,31.28,jeep,poor,rain,66.96,Pokhara,Sarangkot,hill
21.35,0.72,55.44,microbus,good,clear,22.57,Bhairahawa,Butwal,terai
6.7,5.09,14.5,microbus,good,dust,33.28,Kathmandu,Patan,city
254.33,4.11,54.19,bus,good,clear,305.72,Kathmandu,Bhairahawa,highway
293.14,9.96,46.59,bus,fair,clear,720.87,Kathmandu,Bhairahawa,highway
185.55,23.84,52.97,truck,good,clear,220.72,Kathmandu,Pokhara,highway
6.68,4.09,22.67,microbus,excellent,rain,29.68,Kathmandu,Patan,city
29.39,18.38,23.99,jeep,fair,cloudy,174.88,Kathmandu,Nagarkot,hill
44.19,7.48,41.92,motorcycle,fair,fog,177.89,Dharan,Dhankuta,hill
288.48,5.77,61.17,motorcycle,excellent,clear,257.71,Kathmandu,Bhairahawa,highway
14.08,4.54,22.85,microbus,fair,rain,93.15,Pokhara,Lekhnath,city
6.44,17.61,18.33,jeep,good,clear,33.9,Kathmandu,Patan,city
120.8,10.92,69.98,car,good,clear,180.12,Pokhara,Butwal,highway
32.16,4.01,34.43,microbus,excellent,clear,81.82,Kathmandu,Nagarkot,hill
59.97,16.45,54.9,jeep,excellent,rain,128.76,Birgunj,Hetauda,terai
37.79,10.78,34.56,scooter,poor,rain,166.62,Biratnagar,Dharan,terai
11.99,0.2,25.15,jeep,fair,dust,57.74,Pokhara,Sarangkot,hill
182.0,3.3,58.85,bus,fair,clear,210.36,Kathmandu,Pokhara,highway
296.62,22.08,41.53,scooter,fair,fog,784.59,Kathmandu,Bhairahawa,highway
13.79,12.63,19.14,jeep,poor,clear,71.4,Pokhara,Lekhnath,city
12.03,13.03,22.79,scooter,excellent,clear,37.45,Kathmandu,Bhaktapur,city
45.06,2.91,26.94,scooter,fair,rain,295.48,Dharan,Dhankuta,hill
378.0,14.48,65.59,car,good,clear,385.53,Kathmandu,Dharan,highway
271.28,15.26,46.11,microbus,fair,clear,471.03,Kathmandu,Bhairahawa,highway
13.94,6.8,26.28,car,excellent,clear,32.83,Pokhara,Lekhnath,city
33.94,16.94,71.93,motorcycle,good,clear,43.13,Dharan,Biratnagar,highway
126.9,22.25,52.33,truck,good,clear,165.47,Pokhara,Butwal,highway
29.47,21.13,38.56,jeep,fair,fog,81.68,Kathmandu,Nagarkot,hill
32.9,6.06,68.17,motorcycle,good,clear,32.28,Biratnagar,Dharan,terai
406.62,16.37,62.34,jeep,good,clear,541.81,Kathmandu,Dharan,highway
274.93,1.23,41.95,scooter,good,dust,440.1,Kathmandu,Bhairahawa,highway
279.55,22.48,55.68,bus,excellent,cloudy,302.74,Kathmandu,Bhairahawa,highway
141.5,1.7,74.74,motorcycle,fair,fog,219.93,Kathmandu,Chitwan,highway
210.94,19.46,47.77,scooter,good,cloudy,497.91,Kathmandu,Pokhara,highway
138.35,2.21,56.81,car,fair,rain,496.89,Kathmandu,Chitwan,highway
67.05,15.75,51.25,car,fair,rain,143.5,Birgunj,Hetauda,terai
250.47,21.6,70.67,jeep,good,clear,216.15,Kathmandu,Bhairahawa,highway
248.67,20.06,46.67,bus,good,clear,360.01,Kathmandu,Bhairahawa,highway
216.4,18.1,62.14,bus,poor,clear,477.59,Kathmandu,Pokhara,highway
34.74,13.74,44.96,scooter,good,cloudy,53.88,Biratnagar,Dharan,terai
30.96,18.77,30.32,truck,excellent,clear,110.13,Kathmandu,Dhulikhel,hill
33.7,1.54,43.73,microbus,fair,fog,69.83,Biratnagar,Dharan,terai
159.19,23.8,40.39,bus,fair,rain,410.21,Kathmandu,Chitwan,highway
12.07,7.83,24.15,truck,poor,clear,94.94,Pokhara,Sarangkot,hill
14.14,9.09,10.96,scooter,fair,rain,304.93,Kathmandu,Bhaktapur,city
67.07,12.48,41.38,bus,fair,dust,122.82,Birgunj,Hetauda,terai
454.83,15.67,39.84,scooter,fair,clear,867.31,Kathmandu,Dharan,highway
137.05,15.18,41.96,truck,good,clear,203.62,Kathmandu,Birgunj,highway
7.57,8.5,31.83,motorcycle,good,clear,33.84,Kathmandu,Patan,city
13.67,16.8,25.8,jeep,fair,clear,74.31,Pokhara,Sarangkot,hill
22.35,20.25,57.34,motorcycle,good,dust,25.4,Bhairahawa,Butwal,terai
34.47,6.92,35.82,bus,fair,cloudy,74.62,Kathmandu,Nagarkot,hill
15.7,12.5,18.06,truck,poor,rain,194.75,Pokhara,Lekhnath,city
39.12,8.04,41.37,motorcycle,fair,rain,189.47,Dharan,Dhankuta,hill
7.52,5.28,17.26,microbus,good,cloudy,28.43,Kathmandu,Patan,city
30.68,15.14,32.09,microbus,good,dust,117.33,Kathmandu,Dhulikhel,hill
16.41,7.81,21.15,jeep,good,rain,124.76,Pokhara,Lekhnath,city
13.68,18.52,22.8,bus,good,cloudy,111.85,Pokhara,Lekhnath,city
38.89,12.95,22.88,jeep,good,clear,122.82,Dharan,Dhankuta,hill
14.15,17.59,15.72,car,excellent,clear,85.28,Pokhara,Lekhnath,city
32.17,1.84,27.61,scooter,fair,clear,121.18,Kathmandu,Dhulikhel,hill
262.03,15.74,67.43,motorcycle,good,dust,262.92,Kathmandu,Bhairahawa,highway
195.89,5.57,51.44,bus,excellent,clear,224.46,Kathmandu,Pokhara,highway
29.18,11.84,34.35,motorcycle,good,clear,72.5,Kathmandu,Nagarkot,hill
455.38,10.21,61.27,car,fair,clear,527.47,Kathmandu,Dharan,highway
271.45,7.06,52.32,jeep,good,rain,633.34,Kathmandu,Bhairahawa,highway
125.93,17.15,55.32,motorcycle,good,clear,330.86,Kathmandu,Birgunj,highway
217.12,6.59,58.01,truck,good,clear,245.37,Kathmandu,Pokhara,highway
6.76,18.52,18.97,scooter,poor,fog,93.06,Kathmandu,Patan,city
135.4,19.37,76.94,motorcycle,good,rain,173.03,Kathmandu,Chitwan,highway
31.27,20.15,23.68,scooter,fair,cloudy,151.01,Kathmandu,Dhulikhel,hill
135.83,23.88,53.77,microbus,fair,cloudy,170.28,Pokhara,Butwal,highway
159.76,19.75,53.66,truck,good,cloudy,199.6,Kathmandu,Chitwan,highway
16.0,2.87,30.52,motorcycle,excellent,fog,43.59,Pokhara,Lekhnath,city
217.62,9.67,52.52,truck,excellent,rain,500.59,Kathmandu,Pokhara,highway
12.01,11.19,21.69,truck,fair,clear,55.77,Kathmandu,Bhaktapur,city
13.88,15.41,21.62,truck,fair,clear,54.94,Pokhara,Sarangkot,hill
12.61,15.4,34.75,motorcycle,fair,clear,37.41,Kathmandu,Bhaktapur,city
27.54,18.55,23.49,bus,good,cloudy,129.58,Kathmandu,Dhulikhel,hill
43.24,2.4,24.9,bus,good,cloudy,148.85,Dharan,Dhankuta,hill
33.68,21.61,19.01,scooter,good,dust,310.03,Kathmandu,Nagarkot,hill
13.76,3.39,27.34,bus,good,cloudy,35.22,Pokhara,Sarangkot,hill
36.31,16.76,67.88,motorcycle,fair,clear,56.18,Biratnagar,Dharan,terai
188.87,14.6,42.79,truck,good,rain,417.13,Kathmandu,Pokhara,highway
7.25,11.53,27.34,bus,good,clear,19.91,Kathmandu,Patan,city
199.45,23.03,68.94,motorcycle,excellent,cloudy,181.78,Kathmandu,Pokhara,highway
7.52,1.92,21.74,car,poor,clear,29.23,Kathmandu,Patan,city
13.69,0.56,22.86,bus,good,clear,64.0,Pokhara,Sarangkot,hill
34.68,21.68,37.27,jeep,fair,clear,93.94,Kathmandu,Nagarkot,hill
31.33,17.82,41.74,car,good,fog,134.66,Kathmandu,Dhulikhel,hill
22.75,14.5,52.66,microbus,good,cloudy,30.29,Bhairahawa,Butwal,terai
8.14,15.23,20.66,bus,good,clear,30.44,Biratnagar,Itahari,city
65.8,8.28,54.15,microbus,fair,clear,109.18,Birgunj,Hetauda,terai
31.2,12.9,40.86,motorcycle,fair,clear,76.28,Kathmandu,Nagarkot,hill
284.03,16.48,65.57,jeep,good,rain,454.1,Kathmandu,Bhairahawa,highway
268.58,15.67,68.54,motorcycle,fair,clear,280.92,Kathmandu,Bhairahawa,highway
7.07,20.71,24.95,truck,good,fog,23.7,Kathmandu,Patan,city
8.0,2.67,22.23,scooter,poor,clear,62.89,Biratnagar,Itahari,city
36.5,10.52,47.36,truck,good,rain,129.97,Biratnagar,Dharan,terai
12.77,8.15,26.27,microbus,good,clear,60.5,Kathmandu,Bhaktapur,city
125.5,6.92,64.94,microbus,fair,clear,159.2,Kathmandu,Birgunj,highway
214.04,13.99,57.4,microbus,good,cloudy,283.72,Kathmandu,Pokhara,highway
21.92,11.61,49.89,motorcycle,poor,cloudy,39.98,Bhairahawa,Butwal,terai
23.75,17.79,49.28,bus,good,dust,48.2,Bhairahawa,Butwal,terai
30.26,17.21,21.93,microbus,fair,cloudy,197.34,Kathmandu,Nagarkot,hill
394.5,2.79,64.28,car,excellent,clear,337.85,Kathmandu,Dharan,highway
15.3,11.82,18.34,microbus,good,dust,68.51,Pokhara,Lekhnath,city
64.95,4.29,41.85,truck,good,cloudy,98.98,Birgunj,Hetauda,terai
130.24,4.6,80.93,motorcycle,poor,cloudy,169.98,Kathmandu,Birgunj,highway
13.86,7.57,18.8,bus,good,clear,138.37,Kathmandu,Bhaktapur,city
15.87,7.81,20.85,scooter,fair,clear,123.38,Pokhara,Lekhnath,city
61.75,23.68,38.06,scooter,excellent,clear,95.17,Birgunj,Hetauda,terai
32.12,5.88,41.07,scooter,fair,rain,148.36,Biratnagar,Dharan,terai
7.78,4.77,18.16,jeep,fair,clear,37.22,Biratnagar,Itahari,city
44.44,11.8,22.17,scooter,excellent,cloudy,172.22,Dharan,Dhankuta,hill
8.62,23.85,23.81,microbus,excellent,clear,19.78,Biratnagar,Itahari,city
32.54,18.42,23.91,scooter,fair,dust,188.78,Kathmandu,Nagarkot,hill
45.6,15.79,26.4,microbus,good,clear,153.08,Dharan,Dhankuta,hill
32.94,9.13,40.3,truck,poor,fog,180.7,Dharan,Biratnagar,highway
30.05,22.67,25.15,car,fair,dust,131.15,Kathmandu,Dhulikhel,hill
38.18,20.33,30.85,microbus,excellent,clear,164.75,Dharan,Dhankuta,hill
13.99,2.62,13.26,microbus,good,rain,128.71,Kathmandu,Bhaktapur,city
20.55,2.4,53.94,bus,excellent,clear,22.52,Bhairahawa,Butwal,terai
14.19,16.04,24.56,car,fair,clear,66.13,Kathmandu,Bhaktapur,city
43.77,11.09,24.78,scooter,fair,cloudy,164.07,Dharan,Dhankuta,hill
29.84,7.74,24.23,scooter,poor,cloudy,267.82,Kathmandu,Nagarkot,hill
68.54,10.95,61.7,car,good,cloudy,76.24,Birgunj,Hetauda,terai
38.39,1.99,51.97,truck,good,clear,48.96,Biratnagar,Dharan,terai
20.53,3.81,44.23,jeep,fair,clear,35.9,Bhairahawa,Butwal,terai
64.58,3.27,36.01,bus,good,rain,170.97,Birgunj,Hetauda,terai
128.65,9.38,48.84,microbus,good,dust,234.64,Pokhara,Butwal,highway
289.94,14.36,59.34,microbus,good,cloudy,331.72,Kathmandu,Bhairahawa,highway
134.41,16.59,48.46,truck,good,clear,255.19,Pokhara,Butwal,highway
32.43,15.36,26.71,bus,fair,clear,109.3,Kathmandu,Dhulikhel,hill
6.36,2.59,23.15,truck,poor,clear,34.79,Kathmandu,Patan,city
158.85,19.51,65.1,jeep,good,clear,145.66,Kathmandu,Chitwan,highway
29.68,1.15,42.88,motorcycle,fair,clear,75.85,Kathmandu,Dhulikhel,hill
11.96,17.32,29.81,jeep,fair,clear,63.47,Pokhara,Sarangkot,hill
33.57,13.43,46.71,microbus,fair,clear,53.55,Biratnagar,Dharan,terai
13.29,23.29,35.99,bus,good,clear,32.69,Pokhara,Sarangkot,hill
69.39,9.94,48.97,scooter,good,rain,196.55,Birgunj,Hetauda,terai
42.34,1.85,24.92,jeep,poor,clear,234.24,Dharan,Dhankuta,hill
31.78,13.78,34.2,car,good,clear,93.77,Kathmandu,Nagarkot,hill
208.54,11.77,65.64,jeep,excellent,cloudy,177.84,Kathmandu,Pokhara,highway
152.19,8.6,73.24,car,excellent,cloudy,183.66,Kathmandu,Chitwan,highway
7.43,9.15,19.55,motorcycle,good,clear,35.44,Kathmandu,Patan,city
160.07,1.42,42.29,bus,excellent,clear,199.68,Kathmandu,Chitwan,highway
137.69,13.77,78.31,motorcycle,poor,clear,202.93,Kathmandu,Birgunj,highway
135.01,11.94,38.26,scooter,fair,fog,387.98,Pokhara,Butwal,highway
11.85,23.57,34.34,motorcycle,poor,fog,49.17,Kathmandu,Bhaktapur,city
33.55,15.03,69.36,motorcycle,excellent,clear,27.75,Dharan,Biratnagar,highway
32.71,7.52,58.36,car,excellent,clear,43.0,Biratnagar,Dharan,terai
134.81,17.09,71.42,car,good,cloudy,161.78,Pokhara,Butwal,highway
14.09,9.64,15.16,microbus,good,clear,131.84,Kathmandu,Bhaktapur,city
37.22,11.71,35.22,scooter,fair,cloudy,76.01,Dharan,Biratnagar,highway
6.7,6.87,19.8,truck,excellent,clear,19.04,Kathmandu,Patan,city
398.31,14.76,79.37,motorcycle,good,cloudy,362.44,Kathmandu,Dharan,highway
142.83,3.67,52.13,bus,good,clear,166.05,Kathmandu,Chitwan,highway
31.62,17.28,61.49,jeep,good,dust,67.47,Biratnagar,Dharan,terai
6.7,14.78,36.53,motorcycle,good,rain,23.9,Kathmandu,Patan,city
121.7,0.5,44.25,truck,excellent,rain,253.68,Pokhara,Butwal,highway
43.39,3.19,20.38,scooter,good,clear,197.01,Dharan,Dhankuta,hill
13.65,5.21,22.96,scooter,fair,cloudy,77.06,Pokhara,Lekhnath,city
34.36,3.13,34.46,motorcycle,poor,clear,224.2,Kathmandu,Nagarkot,hill
408.49,21.81,53.99,scooter,good,rain,705.5,Kathmandu,Dharan,highway
35.05,15.93,36.71,microbus,excellent,clear,79.8,Kathmandu,Nagarkot,hill
46.1,21.27,28.54,car,fair,clear,154.61,Dharan,Dhankuta,hill
16.48,8.76,15.07,bus,good,fog,166.23,Pokhara,Lekhnath,city
42.43,3.13,17.65,scooter,fair,clear,309.78,Dharan,Dhankuta,hill
32.85,6.76,67.83,car,poor,fog,76.83,Biratnagar,Dharan,terai
378.81,0.32,45.18,truck,poor,clear,692.21,Kathmandu,Dharan,highway
378.32,18.99,47.86,microbus,fair,cloudy,824.22,Kathmandu,Dharan,highway
136.85,6.32,47.08,scooter,good,rain,284.46,Pokhara,Butwal,highway
32.2,15.71,27.03,jeep,fair,clear,133.15,Kathmandu,Nagarkot,hill
425.81,17.44,50.82,bus,fair,cloudy,834.43,Kathmandu,Dharan,highway
6.95,21.57,19.86,motorcycle,fair,cloudy,25.02,Kathmandu,Patan,city
248.4,11.33,48.1,bus,excellent,clear,297.18,Kathmandu,Bhairahawa,highway
43.73,14.58,25.25,microbus,poor,clear,214.05,Dharan,Dhankuta,hill
59.32,10.73,56.27,motorcycle,poor,clear,116.81,Birgunj,Hetauda,terai
33.33,14.62,31.04,truck,good,rain,135.87,Kathmandu,Nagarkot,hill
31.27,8.73,19.64,truck,good,clear,201.11,Kathmandu,Dhulikhel,hill
13.61,17.64,30.15,microbus,fair,cloudy,55.75,Pokhara,Sarangkot,hill
32.6,10.65,38.15,bus,good,clear,50.53,Biratnagar,Dharan,terai
15.44,9.49,21.81,bus,fair,clear,99.34,Pokhara,Lekhnath,city
14.23,8.11,24.06,motorcycle,excellent,rain,108.52,Kathmandu,Bhaktapur,city
31.67,15.42,45.57,jeep,excellent,cloudy,44.22,Biratnagar,Dharan,terai
